Date,daily runoff
2019-05-28,0.2071146
2019-05-29,0.19494185
2019-05-30,0.16667373
2019-05-31,0.15575242
2019-06-01,0.1420001
2019-06-02,0.11866835
2019-06-03,0.110777944
2019-06-04,0.08489735
2019-06-05,0.086200334
2019-06-06,0.07323346
2019-06-07,0.07901696
2019-06-08,0.08291068
2019-06-09,0.0776764
2019-06-10,0.08783147
2019-06-11,0.079441585
2019-06-12,0.097192645
2019-06-13,0.09917205
2019-06-14,0.117982715
2019-06-15,0.13262078
2019-06-16,0.13554834
2019-06-17,0.15105546
2019-06-18,0.1450594
2019-06-19,0.16218051
2019-06-20,0.16052522
2019-06-21,0.17279926
2019-06-22,0.17818204
2019-06-23,0.16939385
2019-06-24,0.17105006
2019-06-25,0.14945038
2019-06-26,0.14964347
2019-06-27,0.13019693
2019-06-28,0.12429675
2019-06-29,0.11160723
2019-06-30,0.085323654
2019-07-01,0.07051217
2019-07-02,0.033885572
2019-07-03,0.020855367
2019-07-04,0.009709115
2019-07-05,0.02439048
2019-07-06,0.043370213
2019-07-07,0.07338083
2019-07-08,0.08936812
2019-07-09,0.124714985
2019-07-10,0.13418646
2019-07-11,0.15916516
2019-07-12,0.16655323
2019-07-13,0.17690937
2019-07-14,0.1973892
2019-07-15,0.20339425
2019-07-16,0.22878122
2019-07-17,0.22879215
2019-07-18,0.24527417
2019-07-19,0.24556644
2019-07-20,0.25062257
2019-07-21,0.26793754
2019-07-22,0.27318478
2019-07-23,0.30041537
2019-07-24,0.3049803
2019-07-25,0.328745
2019-07-26,0.33897328
2019-07-27,0.35645005
2019-07-28,0.38841102
2019-07-29,0.41018513
2019-07-30,0.45540252
2019-07-31,0.47892687
2019-08-01,0.52208304
2019-08-02,0.5515558
2019-08-03,0.5875282
2019-08-04,0.63662857
2019-08-05,0.6735906
2019-08-06,0.73147833
2019-08-07,0.764636
2019-08-08,0.81393147
2019-08-09,0.8456698
2019-08-10,0.8797442
2019-08-11,0.92259324
2019-08-12,0.9488689
2019-08-13,0.991667
2019-08-14,1.0054783
2019-08-15,1.0314314
2019-08-16,1.0362016
2019-08-17,1.0401545
2019-08-18,1.0502936
2019-08-19,1.0419148
2019-08-20,1.048822
2019-08-21,1.0262612
2019-08-22,1.0161445
2019-08-23,0.9859391
2019-08-24,0.9567918
2019-08-25,0.93645567
2019-08-26,0.9009253
2019-08-27,0.88463414
2019-08-28,0.84337175
2019-08-29,0.8194933
2019-08-30,0.7807965
2019-08-31,0.7486362
2019-09-01,0.7308449
2019-09-02,0.7033657
2019-09-03,0.70044863
2019-09-04,0.67757297
2019-09-05,0.6766626
2019-09-06,0.66497374
2019-09-07,0.66322196
2019-09-08,0.6785187
2019-09-09,0.6860212
2019-09-10,0.71914864
2019-09-11,0.7325242
2019-09-12,0.7672123
2019-09-13,0.78962666
2019-09-14,0.8196787
2019-09-15,0.863733
2019-09-16,0.89627576
2019-09-17,0.9501473
2019-09-18,0.97949755
2019-09-19,1.025034
2019-09-20,1.0529385
2019-09-21,1.0830197
2019-09-22,1.1216706
2019-09-23,1.1435343
2019-09-24,1.181732
2019-09-25,1.1908096
2019-09-26,1.2119751
2019-09-27,1.212001
2019-09-28,1.2113608
2019-09-29,1.2171696
2019-09-30,1.2048304
2019-10-01,1.2082417
2019-10-02,1.1827255
2019-10-03,1.1702443
2019-10-04,1.1382844
2019-10-05,1.1079762
2019-10-06,1.0870167
2019-10-07,1.0513046
2019-10-08,1.0351355
2019-10-09,0.99412185
2019-10-10,0.97040427
2019-10-11,0.93153304
2019-10-12,0.898588
2019-10-13,0.8791062
2019-10-14,0.84872234
2019-10-15,0.84137404
2019-10-16,0.8122323
2019-10-17,0.80292755
2019-10-18,0.7804455
2019-10-19,0.76526386
2019-10-20,0.764297
2019-10-21,0.7525533
2019-10-22,0.76335776
2019-10-23,0.7512993
2019-10-24,0.7574709
2019-10-25,0.7483804
2019-10-26,0.7440982
2019-10-27,0.7512114
2019-10-28,0.7444893
2019-10-29,0.7571098
2019-10-30,0.74360895
2019-10-31,0.7451205
2019-11-01,0.7282836
2019-11-02,0.71338445
2019-11-03,0.7073032
2019-11-04,0.6851687
2019-11-05,0.680574
2019-11-06,0.64851284
2019-11-07,0.63060564
2019-11-08,0.5939924
2019-11-09,0.55946076
2019-11-10,0.53437823
2019-11-11,0.4943339
2019-11-12,0.47334182
2019-11-13,0.42676625
2019-11-14,0.39653873
2019-11-15,0.3500439
2019-11-16,0.30824196
2019-11-17,0.2785982
2019-11-18,0.23672396
2019-11-19,0.2165812
2019-11-20,0.17341167
2019-11-21,0.1489592
2019-11-22,0.110362604
2019-11-23,0.07828743
2019-11-24,0.059865024
2019-11-25,0.030344404
2019-11-26,0.023308463
2019-11-27,0.0063855452
2019-11-28,0.017372034
2019-11-29,0.042873293
2019-11-30,0.06255761
2019-12-01,0.069591045
2019-12-02,0.088977896
2019-12-03,0.08733826
2019-12-04,0.10996307
2019-12-05,0.115577415
2019-12-06,0.13743588
2019-12-07,0.15518163
2019-12-08,0.16190086
2019-12-09,0.18246758
2019-12-10,0.18332703
2019-12-11,0.20955767
2019-12-12,0.21964252
2019-12-13,0.24657333
2019-12-14,0.26971877
2019-12-15,0.2818882
2019-12-16,0.30768567
2019-12-17,0.31330204
2019-12-18,0.34358484
2019-12-19,0.35681686
2019-12-20,0.38582593
2019-12-21,0.40985787
2019-12-22,0.4216433
2019-12-23,0.44575304
2019-12-24,0.44839045
2019-12-25,0.47445974
2019-12-26,0.4823415
